USER       PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
patchpa+  2092  0.0  0.1  16096 10944 ?        Ss   14:44   0:00  \_ /usr/bin/patchpaneld --mcast_proxy_fd=6
patchpa+  2093  0.0  0.1  16092 11012 ?        Ss   14:44   0:00  \_ /usr/bin/patchpaneld --nd_proxy_fd=8
devbrok+  2137  0.0  0.1  90148 14164 ?        Sl   14:44   0:00 /usr/bin/permission_broker
nfqueue   2158  0.0  0.0   2564  1696 ?        S    14:44   0:00 /sbin/minijail0 -n -S /usr/share/policy/conntrackd-seccomp.policy /usr/sbin/conntrackd
nfqueue   2183  0.0  0.0   2932  2164 ?        S    14:44   0:00  \_ /usr/sbin/conntrackd
dns-pro+  2160  0.0  0.1  18152 12856 ?        S    14:44   0:00 /usr/sbin/dnsproxyd
dns-pro+  2210  0.0  0.1  18288 13720 ?        S    14:44   0:00  \_ /usr/sbin/dnsproxyd --t=sys
dns-pro+  2211  0.0  0.1  18412 14520 ?        S    14:44   0:00  \_ /usr/sbin/dnsproxyd --t=def
dns-pro+ 10677  0.0  0.1  18528 15052 ?        S    14:54   0:00  \_ /usr/sbin/dnsproxyd --t=arc --i=wlan0
mtp       2162  0.0  0.1 160296  8536 ?        Sl   14:44   0:00 /usr/sbin/mtpd -minloglevel=1
avahi     2167  0.0  0.0   3460  2444 ?        S    14:44   0:00 avahi-daemon: running [9963c7d3d6b7dad6c81746ca61f98d81.local]
avahi     2195  0.0  0.0   3300   228 ?        S    14:44   0:00  \_ avahi-daemon: chroot helper
modem     2168  0.0  0.1 233752  8080 ?        Sl   14:44   0:00 /usr/sbin/ModemManager --log-level=INFO
dlcserv+  2172  0.0  0.1  15156  9740 ?        S    14:44   0:00 /usr/sbin/dlcservice
root      2196  0.0  0.1  27276 14732 ?        Ss   14:44   0:02 update_engine
cros-di+  2218  0.0  0.1  13764  9704 ?        S    14:44   0:00 /usr/bin/cros-disks --foreground --log_level=1
chronos   9973  0.0  0.0  13764  1120 ?        S    14:54   0:00  \_ /usr/bin/cros-disks --foreground --log_level=1
chronos   9980  0.0  0.7 2173088 56952 ?       Ssl  14:54   0:01  |   \_ /opt/google/drive-file-stream/drivefs -o uid=1000,gid=1001,datadir=/home/chronos/u-56522cfaf14320d455f7fd3f
fuse-ss+ 19842  0.0  0.0  13764  1120 ?        S    15:17   0:00  \_ /usr/bin/cros-disks --foreground --log_level=1
fuse-ss+ 19846  0.0  0.0   5648  4352 ?        S    15:17   0:00      \_ ssh -x -a -oClearAllForwardings=yes -oKbdInteractiveAuthentication=no -oPasswordAuthentication=no -oBatchMo
fuse-ss+ 19847  0.0  0.0 299616   356 ?        Ssl  15:17   0:00      \_ /usr/bin/sshfs Linux_User@penguin.termina.linux.test: -o KbdInteractiveAuthentication=no,PasswordAuthentication
root      2274  0.0  0.0   2808   236 ?        S    14:44   0:00 upstart-socket-bridge --daemon
root      2414  0.0  0.0  11860  6280 ?        Ss   14:44   0:00 periodic_scheduler --period=86400 --timeout=600 --task_name=cleanup_logs -- /usr/sbin/chromeos-cleanup-logs
root      2685  0.0  0.0  11876  6332 ?        Ss   14:44   0:00 /sbin/featured
root      2918  0.0  0.0  11860  6252 ?        Ss   14:44   0:00 periodic_scheduler --period=3600 --timeout=60 --task_name=cros-machine-id-regen -- /usr/sbin/cros-machine-id-regen 
root      2972  0.0  0.0   2612  1860 ?        Ss   14:44   0:00 minijail0 -u power --profile=minimalistic-mountns --uts -e -l -N -p -b /dev/log -b /sys -- /usr/share/cros/init/tem
root      3002  0.0  0.0   2612   212 ?        S    14:44   0:00  \_ minijail0 -u power --profile=minimalistic-mountns --uts -e -l -N -p -b /dev/log -b /sys -- /usr/share/cros/init
power     3075  0.0  0.0   2508  1752 ?        S    14:44   0:00      \_ /bin/sh /usr/share/cros/init/temp_logger.sh
power    23355  0.0  0.0   4156  1264 ?        S    15:29   0:00          \_ /usr/bin/coreutils --coreutils-prog-shebang=sleep /usr/bin/sleep 60
root      3070  0.0  0.0   2612  1836 ?        Ss   14:44   0:00 minijail0 -e -N -p -l -r -v -n --uts -c 0 -Kslave --profile=minimalistic-mountns -k tmpfs /run tmpfs MS_NOSUID MS_N
root      3095  0.0  0.0   2612   220 ?        S    14:44   0:00  \_ minijail0 -e -N -p -l -r -v -n --uts -c 0 -Kslave --profile=minimalistic-mountns -k tmpfs /run tmpfs MS_NOSUID 
u2f       3110  0.0  0.1  19116 14336 ?        SL   14:44   0:00      \_ /usr/bin/u2fd
root      3090  0.0  0.0   2472   172 ?        S    14:44   0:00 /sbin/minijail0 -T static --profile=minimalistic-mountns -i -N -p -v -r --uts -l -g syslog --mount-dev -b /dev/log 
root      3121  0.0  0.1  15332 10552 ?        S    14:44   0:01  \_ /usr/bin/anomaly_detector
root      3127  0.0  0.0  11860  6180 ?        Ss   14:44   0:00 periodic_scheduler --period=21600 --timeout=3600 --task_name=trim -- chromeos-trim
root      3129  0.0  0.0   2612  1796 ?        Ss   14:44   0:00 /sbin/minijail0 -u bluetooth -g bluetooth -G -c 3500 -n -- /usr/libexec/bluetooth/bluetoothd  --nodetach --configfi
bluetoo+  3254  0.0  0.1  15824  9924 ?        S    14:44   0:00  \_ /usr/libexec/bluetooth/bluetoothd  --nodetach --configfile=/var/lib/bluetooth/main.conf
root      3130  0.0  0.0   2612   232 ?        S    14:44   0:00 minijail0 -i --uts -N -p --profile minimalistic-mountns -k tmpfs /run tmpfs MS_NODEV MS_NOEXEC MS_NOSUID mode=755,s
typecd    3150  0.0  0.1  13400  9368 ?        S    14:44   0:00  \_ /usr/bin/typecd
root      3146  0.0  0.0   2612  1964 ?        Ss   14:44   0:00 minijail0 --uts -e -l -N -p -Kslave -v --profile minimalistic-mountns -k tmpfs /run tmpfs MS_NODEV MS_NOEXEC MS_NOS
root      3182  0.0  0.0   2612   236 ?        S    14:44   0:00  \_ minijail0 --uts -e -l -N -p -Kslave -v --profile minimalistic-mountns -k tmpfs /run tmpfs MS_NODEV MS_NOEXEC MS
biod      3200  0.0  0.1  13044  9788 ?        S    14:44   0:00      \_ /usr/bin/biod --log_dir=/var/log/biod
root      3175  0.0  0.0   2612   232 ?        S    14:44   0:00 minijail0 -i --uts -N -p --profile minimalistic-mountns -k tmpfs /run tmpfs MS_NOSUID MS_NODEV MS_NOEXEC -b /run/db
resourc+  3235  0.0  0.0   3400  2312 ?        S    14:44   0:01  \_ /usr/bin/resourced
root      3180  0.0  0.0   2612   216 ?        S    14:44   0:00 minijail0 -u missived -g missived -i -l -N -p -n -t --profile=minimalistic-mountns -k /run /run tmpfs MS_NODEV MS_N
missived  3234  0.0  0.1 382976  9304 ?        Sl   14:44   0:02  \_ /usr/bin/missived
root      3181  0.0  0.0   2612   240 ?        S    14:44   0:00 /sbin/minijail0 -u traced -g traced -G -c 0 -i -l -N -e --uts -n --profile=minimalistic-mountns -t -k tmpfs /run tm
traced    3230  0.0  0.0  16236  4192 ?        Sl   14:44   0:00  \_ /usr/bin/traced --set-socket-permissions traced-producer:0666:traced-consumer:0660
root      3183  0.0  0.0   2612   240 ?        S    14:44   0:00 minijail0 --profile=minimalistic-mountns -e -p -l -N -u arc-camera -g arc-camera -i -G -k tmpfs /run tmpfs MS_NOSUI
arc-cam+  3225  0.0  0.1  25296 12760 ?        S    14:44   0:00  \_ /usr/bin/cros_camera_algo
arc-cam+ 10931  0.0  0.1 477016 10548 ?        Sl   14:54   0:00      \_ /usr/bin/cros_camera_algo
root      3186  0.0  0.1  17804 13388 ?        Ss   14:44   0:00 /sbin/debugd
root      3248  0.0  0.0  12680  6564 ?        Ss   14:44   0:00 timberslide --device_log=/sys/kernel/debug/cros_ec/console_log --uptime_file=/sys/kernel/debug/cros_ec/uptime
root      3297  0.0  0.0  12680  6708 ?        Ss   14:44   0:00 timberslide --device_log=/sys/kernel/debug/cros_fp/console_log --uptime_file=/sys/kernel/debug/cros_fp/uptime
root      3355  0.0  0.0   2564   196 ?        S    14:44   0:00 minijail0 -i -N -p -v -r --uts -l --profile minimalistic-mountns -b /dev/log -b /dev/rtc -k /run /run tmpfs MS_NODE
tlsdate   3357  0.0  0.0   5516  3188 ?        S    14:44   0:00  \_ /usr/bin/tlsdated -- /usr/bin/tlsdate -v -C /usr/share/chromeos-ca-certificates -l
root      3368  0.0  0.0   5468   424 ?        S    14:44   0:00      \_ /usr/bin/tlsdated -- /usr/bin/tlsdate -v -C /usr/share/chromeos-ca-certificates -l
traced-+  3432  0.0  0.0  12448  3072 ?        Sl   14:44   0:00 /usr/bin/traced_probes
metrics   3471  0.1  0.1  16284 10772 ?        S    14:44   0:03 /usr/bin/metrics_daemon --nodaemon
root      3474  0.0  0.0   2564   224 ?        S    14:44   0:00 minijail0 --profile minimalistic-mountns -b /dev/log -b /dev/chromeos-low-mem -b /sys -k /var /var tmpfs MS_NODEV M
root      3475  0.0  0.0   3348  2428 ?        S    14:44   0:00  \_ /usr/bin/memd
root      5027  0.0  0.0   2612  1812 ?        Ss   14:48   0:00 minijail0 -l -N -p --uts -v -c 0 -n -u crosdns -g crosdns -S /usr/share/policy/crosdns-seccomp.policy -- /usr/sbin/
root      5040  0.0  0.0   2612   232 ?        S    14:48   0:00  \_ minijail0 -l -N -p --uts -v -c 0 -n -u crosdns -g crosdns -S /usr/share/policy/crosdns-seccomp.policy -- /usr/s
crosdns   5043  0.0  0.0  12048  6388 ?        S    14:48   0:00      \_ /usr/sbin/crosdns
root      5047  0.0  0.0   2612  1840 ?        Ss   14:48   0:00 minijail0 -l -p -r -v -N -n -c 0 -G -u crosvm -g crosvm -- /usr/bin/vmlog_forwarder --log_destination=/cryptohome/c
root      5049  0.0  0.0   2612   212 ?        S    14:48   0:00  \_ minijail0 -l -p -r -v -N -n -c 0 -G -u crosvm -g crosvm -- /usr/bin/vmlog_forwarder --log_destination=/cryptoho
crosvm    5050  0.0  0.1 459120 12468 ?        Sl   14:48   0:00      \_ /usr/bin/vmlog_forwarder --log_destination=/cryptohome/crosvm/log
senesch+  5053  0.0  0.1  14812 10784 ?        S    14:48   0:00 /usr/bin/seneschal
chronos  10275  0.0  0.0  70596   988 ?        Sl   14:54   0:00  \_ /usr/bin/9s -r /fsroot --uid_map 1000:1077 --gid_map 1001:1077 --accept_cid 33 vsock:16385
chronos  19742  0.0  0.0  70596   988 ?        Sl   15:17   0:00  \_ /usr/bin/9s -r /fsroot --accept_cid 35 vsock:16387
crosvm    5218  0.2  0.2 687472 17412 ?        Sl   14:48   0:06 /usr/bin/vm_concierge
crosvm   10678 15.6 37.6 8107640 3041416 ?     Sl   14:54   5:34  \_ /usr/bin/crosvm run --cpus 8 --mem 7366 --balloon_bias_mib 48 --tap-fd 18 --tap-fd 19 --tap-fd 20 --tap-fd 21 -
crosvm   10697  0.0  2.4 7637012 195472 ?      Sl   14:54   0:00  |   \_ /usr/bin/crosvm run --cpus 8 --mem 7366 --balloon_bias_mib 48 --tap-fd 18 --tap-fd 19 --tap-fd 20 --tap-fd 
crosvm   10698  0.0  1.9 7637012 154692 ?      Sl   14:54   0:00  |   \_ /usr/bin/crosvm run --cpus 8 --mem 7366 --balloon_bias_mib 48 --tap-fd 18 --tap-fd 19 --tap-fd 20 --tap-fd 
crosvm   10699  0.0  0.1 7637012 8292 ?        Sl   14:54   0:00  |   \_ /usr/bin/crosvm run --cpus 8 --mem 7366 --balloon_bias_mib 48 --tap-fd 18 --tap-fd 19 --tap-fd 20 --tap-fd 
crosvm   10700  0.2  0.1 7637012 8292 ?        Sl   14:54   0:06  |   \_ /usr/bin/crosvm run --cpus 8 --mem 7366 --balloon_bias_mib 48 --tap-fd 18 --tap-fd 19 --tap-fd 20 --tap-fd 
crosvm   10701  0.0  0.4 7637012 32804 ?       Sl   14:54   0:00  |   \_ /usr/bin/crosvm run --cpus 8 --mem 7366 --balloon_bias_mib 48 --tap-fd 18 --tap-fd 19 --tap-fd 20 --tap-fd 
crosvm   10702  0.0  0.0 7637012 6116 ?        Sl   14:54   0:00  |   \_ /usr/bin/crosvm run --cpus 8 --mem 7366 --balloon_bias_mib 48 --tap-fd 18 --tap-fd 19 --tap-fd 20 --tap-fd 
crosvm   10703  0.0  0.0 7637012 5988 ?        Sl   14:54   0:00  |   \_ /usr/bin/crosvm run --cpus 8 --mem 7366 --balloon_bias_mib 48 --tap-fd 18 --tap-fd 19 --tap-fd 20 --tap-fd 
crosvm   10704  0.0  2.3 7637012 190572 ?      Sl   14:54   0:01  |   \_ /usr/bin/crosvm run --cpus 8 --mem 7366 --balloon_bias_mib 48 --tap-fd 18 --tap-fd 19 --tap-fd 20 --tap-fd 
crosvm   10705  0.0  0.0 7637012 6112 ?        Sl   14:54   0:00  |   \_ /usr/bin/crosvm run --cpus 8 --mem 7366 --balloon_bias_mib 48 --tap-fd 18 --tap-fd 19 --tap-fd 20 --tap-fd 
crosvm   10706  0.0  0.0 7637012 6048 ?        Sl   14:54   0:00  |   \_ /usr/bin/crosvm run --cpus 8 --mem 7366 --balloon_bias_mib 48 --tap-fd 18 --tap-fd 19 --tap-fd 20 --tap-fd 
crosvm   10707  0.0  2.2 7637012 182716 ?      Sl   14:54   0:02  |   \_ /usr/bin/crosvm run --cpus 8 --mem 7366 --balloon_bias_mib 48 --tap-fd 18 --tap-fd 19 --tap-fd 20 --tap-fd 
crosvm   10708  0.2  2.5 9000736 206000 ?      Sl   14:54   0:05  |   \_ /usr/bin/crosvm run --cpus 8 --mem 7366 --balloon_bias_mib 48 --tap-fd 18 --tap-fd 19 --tap-fd 20 --tap-fd 
crosvm   10709  0.0  0.1 7784476 12104 ?       Sl   14:54   0:00  |   \_ /usr/bin/crosvm run --cpus 8 --mem 7366 --balloon_bias_mib 48 --tap-fd 18 --tap-fd 19 --tap-fd 20 --tap-fd 
crosvm   10710  0.0  0.2 7710744 16480 ?       Sl   14:54   0:00  |   \_ /usr/bin/crosvm run --cpus 8 --mem 7366 --balloon_bias_mib 48 --tap-fd 18 --tap-fd 19 --tap-fd 20 --tap-fd 
crosvm   10711  0.1  2.2 7637012 182064 ?      Sl   14:54   0:02  |   \_ /usr/bin/crosvm run --cpus 8 --mem 7366 --balloon_bias_mib 48 --tap-fd 18 --tap-fd 19 --tap-fd 20 --tap-fd 
android+ 10713  0.5 14.0 7704612 1133644 ?     Sl   14:54   0:11  |   \_ /usr/bin/crosvm run --cpus 8 --mem 7366 --balloon_bias_mib 48 --tap-fd 18 --tap-fd 19 --tap-fd 20 --tap-fd 
android+ 10714  0.0  2.1 7704612 171316 ?      Sl   14:54   0:00  |   \_ /usr/bin/crosvm run --cpus 8 --mem 7366 --balloon_bias_mib 48 --tap-fd 18 --tap-fd 19 --tap-fd 20 --tap-fd 
android+ 10715  0.0  1.1 7704612 89936 ?       Sl   14:54   0:00  |   \_ /usr/bin/crosvm run --cpus 8 --mem 7366 --balloon_bias_mib 48 --tap-fd 18 --tap-fd 19 --tap-fd 20 --tap-fd 
crosvm   10716  0.0  0.6 7704612 48976 ?       Sl   14:54   0:00  |   \_ /usr/bin/crosvm run --cpus 8 --mem 7366 --balloon_bias_mib 48 --tap-fd 18 --tap-fd 19 --tap-fd 20 --tap-fd 
android+ 10717  0.0  0.5 7704612 44816 ?       Sl   14:54   0:00  |   \_ /usr/bin/crosvm run --cpus 8 --mem 7366 --balloon_bias_mib 48 --tap-fd 18 --tap-fd 19 --tap-fd 20 --tap-fd 
android+ 10718  0.0  1.2 7704612 102616 ?      Sl   14:54   0:00  |   \_ /usr/bin/crosvm run --cpus 8 --mem 7366 --balloon_bias_mib 48 --tap-fd 18 --tap-fd 19 --tap-fd 20 --tap-fd 
android+ 10719  0.0  0.7 7704612 57700 ?       Sl   14:54   0:00  |   \_ /usr/bin/crosvm run --cpus 8 --mem 7366 --balloon_bias_mib 48 --tap-fd 18 --tap-fd 19 --tap-fd 20 --tap-fd 
android+ 10720  0.0  0.6 7704612 54992 ?       Sl   14:54   0:00  |   \_ /usr/bin/crosvm run --cpus 8 --mem 7366 --balloon_bias_mib 48 --tap-fd 18 --tap-fd 19 --tap-fd 20 --tap-fd 
android+ 10721  0.0  0.7 7704612 57836 ?       Sl   14:54   0:00  |   \_ /usr/bin/crosvm run --cpus 8 --mem 7366 --balloon_bias_mib 48 --tap-fd 18 --tap-fd 19 --tap-fd 20 --tap-fd 
android+ 10722  0.0  0.5 7704612 44752 ?       Sl   14:54   0:00  |   \_ /usr/bin/crosvm run --cpus 8 --mem 7366 --balloon_bias_mib 48 --tap-fd 18 --tap-fd 19 --tap-fd 20 --tap-fd 
android+ 10723  0.0  0.5 7704612 46864 ?       Sl   14:54   0:00  |   \_ /usr/bin/crosvm run --cpus 8 --mem 7366 --balloon_bias_mib 48 --tap-fd 18 --tap-fd 19 --tap-fd 20 --tap-fd 
crosvm   10724  0.0  0.0 7637012 3696 ?        Sl   14:54   0:00  |   \_ /usr/bin/crosvm run --cpus 8 --mem 7366 --balloon_bias_mib 48 --tap-fd 18 --tap-fd 19 --tap-fd 20 --tap-fd 
crosvm   10725  0.0  0.0 7635628 3696 ?        Sl   14:54   0:00  |   \_ /usr/bin/crosvm run --cpus 8 --mem 7366 --balloon_bias_mib 48 --tap-fd 18 --tap-fd 19 --tap-fd 20 --tap-fd 
crosvm   10726  0.0  0.0 7634244 7272 ?        Sl   14:54   0:00  |   \_ /usr/bin/crosvm run --cpus 8 --mem 7366 --balloon_bias_mib 48 --tap-fd 18 --tap-fd 19 --tap-fd 20 --tap-fd 
crosvm   10727  0.0  0.0 7634232 3904 ?        S    14:54   0:00  |   \_ /usr/bin/crosvm run --cpus 8 --mem 7366 --balloon_bias_mib 48 --tap-fd 18 --tap-fd 19 --tap-fd 20 --tap-fd 
crosvm   10728  0.0  0.0 7566644 3728 ?        S    14:54   0:00  |   \_ /usr/bin/crosvm run --cpus 8 --mem 7366 --balloon_bias_mib 48 --tap-fd 18 --tap-fd 19 --tap-fd 20 --tap-fd 
crosvm   10729  0.0  0.0 7566644 3664 ?        S    14:54   0:00  |   \_ /usr/bin/crosvm run --cpus 8 --mem 7366 --balloon_bias_mib 48 --tap-fd 18 --tap-fd 19 --tap-fd 20 --tap-fd 
crosvm   10730  0.0  0.0 7566644 3664 ?        S    14:54   0:00  |   \_ /usr/bin/crosvm run --cpus 8 --mem 7366 --balloon_bias_mib 48 --tap-fd 18 --tap-fd 19 --tap-fd 20 --tap-fd 
crosvm   10732  0.0  0.0 7634244 3776 ?        Sl   14:54   0:00  |   \_ /usr/bin/crosvm run --cpus 8 --mem 7366 --balloon_bias_mib 48 --tap-fd 18 --tap-fd 19 --tap-fd 20 --tap-fd 
crosvm   19764  1.7 12.1 7776832 983788 ?      Sl   15:17   0:12  \_ /usr/bin/crosvm run --cpus 8 --mem 6854 --tap-fd 18 --cid 35 --socket /run/vm/vm.Dr837X/crosvm.sock --wayland-s
crosvm   19770  0.0  0.0 7304724 4300 ?        Sl   15:17   0:00      \_ /usr/bin/crosvm run --cpus 8 --mem 6854 --tap-fd 18 --cid 35 --socket /run/vm/vm.Dr837X/crosvm.sock --wayla
crosvm   19771  0.0  0.5 7304724 47060 ?       Sl   15:17   0:00      \_ /usr/bin/crosvm run --cpus 8 --mem 6854 --tap-fd 18 --cid 35 --socket /run/vm/vm.Dr837X/crosvm.sock --wayla
crosvm   19772  0.0  3.8 7304724 314108 ?      Sl   15:17   0:00      \_ /usr/bin/crosvm run --cpus 8 --mem 6854 --tap-fd 18 --cid 35 --socket /run/vm/vm.Dr837X/crosvm.sock --wayla
crosvm   19773  0.0  0.0 7304724 3732 ?        Sl   15:17   0:00      \_ /usr/bin/crosvm run --cpus 8 --mem 6854 --tap-fd 18 --cid 35 --socket /run/vm/vm.Dr837X/crosvm.sock --wayla
crosvm   19774  0.0  0.0 7304724 3768 ?        Sl   15:17   0:00      \_ /usr/bin/crosvm run --cpus 8 --mem 6854 --tap-fd 18 --cid 35 --socket /run/vm/vm.Dr837X/crosvm.sock --wayla
crosvm   19775  0.0  0.0 7304724 3820 ?        Sl   15:17   0:00      \_ /usr/bin/crosvm run --cpus 8 --mem 6854 --tap-fd 18 --cid 35 --socket /run/vm/vm.Dr837X/crosvm.sock --wayla
crosvm   19776  0.0  0.0 7304724 6160 ?        Sl   15:17   0:00      \_ /usr/bin/crosvm run --cpus 8 --mem 6854 --tap-fd 18 --cid 35 --socket /run/vm/vm.Dr837X/crosvm.sock --wayla
crosvm   19777  0.0  0.0 7304724 3784 ?        Sl   15:17   0:00      \_ /usr/bin/crosvm run --cpus 8 --mem 6854 --tap-fd 18 --cid 35 --socket /run/vm/vm.Dr837X/crosvm.sock --wayla
crosvm   19778  0.0  0.2 7990884 23432 ?       Sl   15:17   0:00      \_ /usr/bin/crosvm run --cpus 8 --mem 6854 --tap-fd 18 --cid 35 --socket /run/vm/vm.Dr837X/crosvm.sock --wayla
crosvm   19779  0.0  0.0 7304724 7500 ?        Sl   15:17   0:00      \_ /usr/bin/crosvm run --cpus 8 --mem 6854 --tap-fd 18 --cid 35 --socket /run/vm/vm.Dr837X/crosvm.sock --wayla
crosvm   19780  0.0  0.0 7439900 4012 ?        Sl   15:17   0:00      \_ /usr/bin/crosvm run --cpus 8 --mem 6854 --tap-fd 18 --cid 35 --socket /run/vm/vm.Dr837X/crosvm.sock --wayla
crosvm   19781  0.0  0.0 7303340 3708 ?        Sl   15:17   0:00      \_ /usr/bin/crosvm run --cpus 8 --mem 6854 --tap-fd 18 --cid 35 --socket /run/vm/vm.Dr837X/crosvm.sock --wayla
crosvm   19782  0.0  0.0 7235740 3716 ?        S    15:17   0:00      \_ /usr/bin/crosvm run --cpus 8 --mem 6854 --tap-fd 18 --cid 35 --socket /run/vm/vm.Dr837X/crosvm.sock --wayla
crosvm   19783  0.0  0.0 7235740 3652 ?        S    15:17   0:00      \_ /usr/bin/crosvm run --cpus 8 --mem 6854 --tap-fd 18 --cid 35 --socket /run/vm/vm.Dr837X/crosvm.sock --wayla
crosvm   19785  0.0  0.0 7235740 3716 ?        S    15:17   0:00      \_ /usr/bin/crosvm run --cpus 8 --mem 6854 --tap-fd 18 --cid 35 --socket /run/vm/vm.Dr837X/crosvm.sock --wayla
crosvm   19786  0.0  0.0 7235740 3716 ?        S    15:17   0:00      \_ /usr/bin/crosvm run --cpus 8 --mem 6854 --tap-fd 18 --cid 35 --socket /run/vm/vm.Dr837X/crosvm.sock --wayla
root      5232  0.0  0.0   2612  1960 ?        Ss   14:48   0:00 minijail0 --profile minimalistic-mountns -k run /run tmpfs MS_NOSUID MS_NODEV MS_NOEXEC mode=755,size=64M -b /run/d
root      5247  0.0  0.0   2612   236 ?        S    14:48   0:00  \_ minijail0 --profile minimalistic-mountns -k run /run tmpfs MS_NOSUID MS_NODEV MS_NOEXEC mode=755,size=64M -b /r
chunneld  5248  0.0  0.0  71004  1148 ?        Sl   14:48   0:00      \_ /usr/bin/chunneld
vm_cice+  5262  0.0  0.1 1197888 14332 ?       Sl   14:48   0:01 /usr/bin/vm_cicerone
root      6544  0.0  0.0   2612  1876 ?        Ss   14:48   0:00 minijail0 -u easy-unlock -g easy-unlock /opt/google/easy_unlock/easy_unlock --foreground
easy-un+  6547  0.0  0.1  12348  9312 ?        S    14:48   0:00  \_ /opt/google/easy_unlock/easy_unlock --foreground
root      6665  0.0  0.0   2612  1816 ?        Ss   14:48   0:00 minijail0 -u crosvm -g crosvm --profile=minimalistic-mountns --uts -e -l -p -n -N -K -v -S /usr/share/policy/arcvm-
root      6672  0.0  0.0   2612   236 ?        S    14:48   0:00  \_ minijail0 -u crosvm -g crosvm --profile=minimalistic-mountns --uts -e -l -p -n -N -K -v -S /usr/share/policy/ar
crosvm    6681  0.0  0.1  15512 11276 ?        S    14:48   0:00      \_ /usr/sbin/arcvm-forward-pstore
root      9816  0.0  0.0   2612   240 ?        S    14:54   0:00 minijail0 -e -i -n -N -p -r -v -l --uts -c 0 -S /usr/share/policy/cups_proxy-seccomp.policy -u cups-proxy -g cups-p
cups-pr+  9822  0.0  0.1 101548 10256 ?        Sl   14:54   0:00  \_ /usr/bin/cups_proxy
root      9823  0.0  0.1 169544 15216 ?        Ssl  14:54   0:00 /usr/bin/cros_healthd
cros_he+  9832  0.0  0.1  22260  9476 ?        S    14:54   0:00  \_ /usr/bin/cros_healthd
root     10194  0.0  0.0   2612  1856 ?        Ss   14:54   0:00 minijail0 -p -N -n --uts -l -e -S /usr/share/policy/arc-keymasterd-seccomp.policy -u arc-keymasterd -g arc-keymaste
root     10223  0.0  0.0   2612   236 ?        S    14:54   0:00  \_ minijail0 -p -N -n --uts -l -e -S /usr/share/policy/arc-keymasterd-seccomp.policy -u arc-keymasterd -g arc-keym
arc-key+ 10229  0.0  0.2 169720 17244 ?        SLl  14:54   0:00      \_ /usr/sbin/arc-keymasterd
root     10224  0.0  0.0   2612  1868 ?        Ss   14:54   0:00 minijail0 --profile=minimalistic-mountns -e -p -l --uts -N -u arc-host-clock -g arc-host-clock -- /usr/bin/arc-host
root     10225  0.0  0.0   2612   216 ?        S    14:54   0:00  \_ minijail0 --profile=minimalistic-mountns -e -p -l --uts -N -u arc-host-clock -g arc-host-clock -- /usr/bin/arc-
arc-hos+ 10230  0.0  0.0  12032  6356 ?        S    14:54   0:01      \_ /usr/bin/arc-host-clock-service
root     10756  0.0  0.0   2612  1972 ?        Ss   14:54   0:00 minijail0 -V /run/namespaces/mnt_concierge -N --uts -v -r -e -l -c cap_sys_admin+eip -u chronos -g chronos -G -K --
chronos  11106  0.0  0.0 160232  7056 ?        Sl   14:54   0:00  \_ /usr/bin/mount-passthrough --source=/home/user/56522cfaf14320d455f7fd3f5093b62f6bc9e197/MyFiles --dest=/run/arc
root     10758  0.0  0.0   2612  1840 ?        Ss   14:54   0:00 minijail0 -V /run/namespaces/mnt_concierge -e -l -c 0x200100 -u virtual-file-provider -g virtual-file-provider -G -
virtual+ 10768  0.0  0.0 168428  6936 ?        Sl   14:54   0:00  \_ /usr/bin/virtual-file-provider --path=/run/arcvm/media/virtual_files --uid=655360 --gid=656437
root     10763  0.0  0.0   2564  1824 ?        Ss   14:54   0:00 minijail0 --profile=minimalistic-mountns -N --uts -v -r -e -l -c cap_dac_override,cap_sys_admin+eip -u 656383 -g 65
656383   10800  0.0  0.0 307904  6452 ?        Sl   14:54   0:00  \_ /usr/bin/mount-passthrough --source=/mnt/source --dest=/mnt/dest --fuse_umask=007 --fuse_uid=0 --fuse_gid=9997 
root     10766  0.0  0.0   2564  1632 ?        Ss   14:54   0:00 minijail0 --profile=minimalistic-mountns -e -p -l --uts -N -k tmpfs /mnt tmpfs MS_NOSUID MS_NODEV MS_NOEXEC -k tmpf
root     10772  0.0  0.0   2564   204 ?        S    14:54   0:00  \_ minijail0 --profile=minimalistic-mountns -e -p -l --uts -N -k tmpfs /mnt tmpfs MS_NOSUID MS_NODEV MS_NOEXEC -k 
root     10774  0.0  0.1 161044  8816 ?        Sl   14:54   0:00      \_ /usr/bin/arcvm_server_proxy /mnt
root     10778  0.0  0.0   2612  1892 ?        Ss   14:54   0:00 minijail0 -V /run/namespaces/mnt_concierge -N --uts -v -r -e -l -c cap_sys_admin+eip -u chronos -g chronos -G -K --
chronos  11105  0.0  0.0  94696  7144 ?        Sl   14:54   0:00  \_ /usr/bin/mount-passthrough --source=/media/removable --dest=/run/arcvm/media/removable --fuse_umask=007 --fuse_
root     10921  0.0  0.0   2612   248 ?        S    14:54   0:00 minijail0 -i -u arc-camera -g arc-camera -G -N -p -r -l -t -v -P /mnt/empty -b / -b /proc -b /sys -b /dev -k tmpfs 
arc-cam+ 10923  0.0  0.2 396648 17024 ?        Sl   14:54   0:00  \_ /usr/bin/cros_camera_service
